filename,width,height,class,xmin,ymin,xmax,ymax
IMG-20240424-WA0023_jpg.rf.8l1eB9AETCPmWrPD5qGs.jpg,640,640,sprite,231,337,252,391
Screenshot-2025-09-11-175824_png.rf.8fEUSQgqcd4Uy8VQzfnc.jpg,640,640,Mirinda,0,104,632,544
02_panodata_mp4-0058_jpg.rf.8ycDu86ZgJpXurNZ7mkp.jpg,640,640,sprite,325,1,446,163
02_panodata_mp4-0058_jpg.rf.8ycDu86ZgJpXurNZ7mkp.jpg,640,640,sprite,433,239,520,418
02_panodata_mp4-0058_jpg.rf.8ycDu86ZgJpXurNZ7mkp.jpg,640,640,sprite,227,232,330,403
02_panodata_mp4-0058_jpg.rf.8ycDu86ZgJpXurNZ7mkp.jpg,640,640,sprite,1,460,92,620
Coke-and-Pepsi_-This-is-the-real_jpg.rf.8w7QEl4IXfcHZVu3SYEu.jpg,416,416,Pepsi,69,183,394,374
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,444,206,490,280
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,492,206,532,282
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,491,303,530,374
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,403,305,443,373
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,361,302,404,370
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,233,305,277,368
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,198,302,236,369
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,177,403,217,465
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,221,400,260,462
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,263,403,299,463
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,309,400,348,466
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,352,405,384,465
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,389,404,431,466
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,436,405,473,469
01_planodatavedio_mp4-0075_jpg.rf.8vfm5GyQPZIsSpNHyQBV.jpg,640,640,sprite,476,404,513,470
Buy-Pepsi-Soft-Drink-250-Ml-Can-Online_jpg.rf.lzBr3dZBUHG75O2uX7lj.jpg,416,416,Pepsi,0,120,413,298
01_planodatavedio_mp4-0099_jpg.rf.mHvXiV1E9o0CXdV5MXOs.jpg,640,640,sprite,437,46,541,280
01_planodatavedio_mp4-0099_jpg.rf.mHvXiV1E9o0CXdV5MXOs.jpg,640,640,sprite,547,34,640,289
01_planodatavedio_mp4-0099_jpg.rf.mHvXiV1E9o0CXdV5MXOs.jpg,640,640,sprite,187,362,298,553
01_planodatavedio_mp4-0099_jpg.rf.mHvXiV1E9o0CXdV5MXOs.jpg,640,640,sprite,298,347,411,553
01_planodatavedio_mp4-0099_jpg.rf.mHvXiV1E9o0CXdV5MXOs.jpg,640,640,sprite,547,352,638,557
zoom_out_-87-_jpg.rf.mD0dzvSpD5Wnky12Tje4.jpg,640,640,Coca-Cola,135,101,276,564
Screenshot-2025-09-12-042700_png.rf.m6gNKd8fP9YG6NCJMKpu.jpg,640,640,Mirinda,342,86,640,200
Screenshot-2025-09-12-042700_png.rf.m6gNKd8fP9YG6NCJMKpu.jpg,640,640,Mirinda,340,25,640,147
Screenshot-2025-09-12-042700_png.rf.m6gNKd8fP9YG6NCJMKpu.jpg,640,640,Mirinda,347,0,640,84
01_planodatavedio_mp4-0129_jpg.rf.mMWZeiG6cYOa1dBzhJkP.jpg,640,640,sprite,400,3,531,207
01_planodatavedio_mp4-0129_jpg.rf.mMWZeiG6cYOa1dBzhJkP.jpg,640,640,sprite,539,4,638,210
01_planodatavedio_mp4-0129_jpg.rf.mMWZeiG6cYOa1dBzhJkP.jpg,640,640,sprite,398,291,508,482
01_planodatavedio_mp4-0129_jpg.rf.mMWZeiG6cYOa1dBzhJkP.jpg,640,640,sprite,268,293,387,491
01_planodatavedio_mp4-0129_jpg.rf.mMWZeiG6cYOa1dBzhJkP.jpg,640,640,sprite,464,556,554,640
01_planodatavedio_mp4-0129_jpg.rf.mMWZeiG6cYOa1dBzhJkP.jpg,640,640,sprite,572,547,640,640
01_planodatavedio_mp4-0129_jpg.rf.mMWZeiG6cYOa1dBzhJkP.jpg,640,640,sprite,347,575,452,640
zoom_out_231_jpg.rf.mLuNxY2QFZ9OgqSkNhm3.jpg,640,640,Coca-Cola,108,95,255,546
01_planodatavedio_mp4-0202_jpg.rf.mlXiyQIaetalcjGIXiah.jpg,640,640,sprite,427,372,605,633
01_planodatavedio_mp4-0202_jpg.rf.mlXiyQIaetalcjGIXiah.jpg,640,640,sprite,269,369,436,630
01_planodatavedio_mp4-0202_jpg.rf.mlXiyQIaetalcjGIXiah.jpg,640,640,sprite,0,10,71,283
planogram2_mp4-0004_jpg.rf.mrM8ASklbErmFqv47XOR.jpg,1280,720,7up,318,416,398,685
planogram2_mp4-0004_jpg.rf.mrM8ASklbErmFqv47XOR.jpg,1280,720,7up,233,425,314,699
planogram2_mp4-0004_jpg.rf.mrM8ASklbErmFqv47XOR.jpg,1280,720,7up,152,430,235,701
planogram2_mp4-0004_jpg.rf.mrM8ASklbErmFqv47XOR.jpg,1280,720,7up,74,436,154,696
planogram2_mp4-0004_jpg.rf.mrM8ASklbErmFqv47XOR.jpg,1280,720,7up,3,407,75,664
WhatsApp Video 2025-01-15 at 14_50_32_be762203_mp4-0022_jpg.rf.mMb79vdShPaznyvYl3oq.jpg,480,848,7up,420,424,480,848
zoom_in_-2024-07-10T123814-513_jpg.rf.n1JrxcdY9XkVSunmzAaf.jpg,640,640,Coca-Cola,24,136,306,640
zoom_in_-2024-07-10T123814-513_jpg.rf.n1JrxcdY9XkVSunmzAaf.jpg,640,640,Coca-Cola,306,103,640,640
WhatsApp Video 2025-01-15 at 14_50_32_d88ff96b_mp4-0002_jpg.rf.myVeULlxU12z7B9JyeRX.jpg,480,848,7up,15,149,193,777
zoom_out_253_jpg.rf.moO4CdLFY0R8qsQwhMNh.jpg,640,640,Coca-Cola,328,390,394,513
Brennan_s-Catering_-Pepsi--12-oz-can-_jpg.rf.n3Sc19MCk9vzB5vQOSRI.jpg,416,416,Pepsi,0,64,416,350
zoom_out_-46-_jpg.rf.n7S2lmNmormjBgBF7AS1.jpg,640,640,Coca-Cola,47,256,166,543
zoom_out_-46-_jpg.rf.n7S2lmNmormjBgBF7AS1.jpg,640,640,Coca-Cola,154,255,269,515
zoom_out_-46-_jpg.rf.n7S2lmNmormjBgBF7AS1.jpg,640,640,Coca-Cola,264,250,353,494
zoom_out_-46-_jpg.rf.n7S2lmNmormjBgBF7AS1.jpg,640,640,Coca-Cola,354,250,434,465
zoom_out_-46-_jpg.rf.n7S2lmNmormjBgBF7AS1.jpg,640,640,Coca-Cola,435,245,511,457
zoom_out_-46-_jpg.rf.n7S2lmNmormjBgBF7AS1.jpg,640,640,Coca-Cola,510,245,573,435
London-Uk-10242020-Cold-Pepsi-Can-Stock-Photo_yythk_jpg.rf.n2tF1sdQyDMdbxPyy9b0.jpg,416,416,Pepsi,32,23,166,353
Screenshot-2025-09-11-164257_png.rf.nFS9NO6I1NbiUZRP6Aqc.jpg,640,640,Mirinda,0,0,170,640
Screenshot-2025-09-11-164257_png.rf.nFS9NO6I1NbiUZRP6Aqc.jpg,640,640,Mirinda,163,0,349,640
Screenshot-2025-09-11-164257_png.rf.nFS9NO6I1NbiUZRP6Aqc.jpg,640,640,Mirinda,342,0,524,640
Screenshot-2025-09-11-164257_png.rf.nFS9NO6I1NbiUZRP6Aqc.jpg,640,640,Mirinda,515,0,640,640
Cheap-soft-drinks-and-fast-delivery_png.rf.nAV2Nwszc0oSh2gKXIB6.jpg,416,416,Pepsi,0,0,416,416
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0022_jpg.rf.nM83xYvX5APeBHjjvS2E.jpg,848,480,Pepsi,106,81,167,284
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0022_jpg.rf.nM83xYvX5APeBHjjvS2E.jpg,848,480,Pepsi,286,25,391,397
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0022_jpg.rf.nM83xYvX5APeBHjjvS2E.jpg,848,480,Pepsi,228,109,297,351
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0022_jpg.rf.nM83xYvX5APeBHjjvS2E.jpg,848,480,Pepsi,391,39,506,470
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0022_jpg.rf.nM83xYvX5APeBHjjvS2E.jpg,848,480,7up,164,95,233,316
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0022_jpg.rf.nM83xYvX5APeBHjjvS2E.jpg,848,480,7up,510,51,668,480
Screenshot-2025-09-11-183843_png.rf.nUtT8O1H7x1wTN4gPp4u.jpg,640,640,Mirinda,233,106,477,633
Screenshot-2025-09-11-175824_png.rf.nOT1MZhZjUZ1p9s5ItSc.jpg,640,640,Mirinda,174,24,489,629
WhatsApp Video 2025-01-15 at 14_50_32_70d83f7b_mp4-0026_jpg.rf.niTlISYeSQfIrazdNQwK.jpg,480,848,7up,137,0,371,783
Screenshot-2025-09-11-163938_png.rf.ns1ZGwNHfEj15MjEuPqB.jpg,640,640,Mirinda,72,98,266,611
Pepsi-Soft-Drink-2L-_-Beverages_png.rf.ne8XZ1njjpVAhZedJJ3q.jpg,416,416,Pepsi,135,19,281,401
Screenshot-2025-09-11-175931_png.rf.nigQpBeyM9otS8agCEo1.jpg,640,640,Mirinda,208,14,640,201
Screenshot-2025-09-11-175931_png.rf.nigQpBeyM9otS8agCEo1.jpg,640,640,Mirinda,171,123,640,365
Screenshot-2025-09-11-175931_png.rf.nigQpBeyM9otS8agCEo1.jpg,640,640,Mirinda,155,200,614,429
Screenshot-2025-09-11-175931_png.rf.nigQpBeyM9otS8agCEo1.jpg,640,640,Mirinda,133,271,599,495
Screenshot-2025-09-11-175931_png.rf.nigQpBeyM9otS8agCEo1.jpg,640,640,Mirinda,122,349,587,578
Screenshot-2025-09-11-175931_png.rf.nigQpBeyM9otS8agCEo1.jpg,640,640,Mirinda,97,421,573,640
Screenshot-2025-09-11-175931_png.rf.nigQpBeyM9otS8agCEo1.jpg,640,640,Mirinda,75,493,548,640
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,638,111,729,407
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,557,113,643,405
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,477,119,566,405
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,389,119,474,405
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,322,104,397,373
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,221,130,312,415
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,139,120,232,408
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,394,485,438,719
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,433,485,530,720
planogram2_mp4-0001_jpg.rf.nytOBDLFSyPoiWmhVsIk.jpg,1280,720,7up,197,523,297,720
Pepsi-com--3-_png.rf.o41euPfkauQWxYjWrPMK.jpg,416,416,Pepsi,42,0,416,187
Pepsi-com--3-_png.rf.o41euPfkauQWxYjWrPMK.jpg,416,416,Pepsi,0,86,416,332
Pepsi-com--3-_png.rf.o41euPfkauQWxYjWrPMK.jpg,416,416,Pepsi,0,228,374,416
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0001_jpg.rf.ntlVvWn2S7JzBBYPm0iO.jpg,480,848,7up,202,282,302,632
Screenshot-2025-09-11-175950_png.rf.oCIUXxIF8DDsYUqGNchS.jpg,640,640,Mirinda,37,0,640,506
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0018_jpg.rf.oBWwMgtuXZxMQumrnEpo.jpg,848,480,Pepsi,54,129,173,432
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0018_jpg.rf.oBWwMgtuXZxMQumrnEpo.jpg,848,480,Pepsi,351,14,480,426
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0018_jpg.rf.oBWwMgtuXZxMQumrnEpo.jpg,848,480,Pepsi,178,21,322,428
WhatsApp Video 2025-01-15 at 14_50_30_daad8c9c_mp4-0018_jpg.rf.oBWwMgtuXZxMQumrnEpo.jpg,848,480,7up,512,1,644,439
Screenshot-2025-09-11-184159_png.rf.oAtnVrGI7ZIxNINHagbk.jpg,640,640,Mirinda,53,56,295,554
Image_53_jpg.rf.TAcxqmp1pOSXlgvTSGF8.jpg,320,320,7up,108,2,173,300
Brennan_s-Catering_-Pepsi--12-oz-can-_jpg.rf.TKLfcDjk77msfKyfSdK6.jpg,416,416,Pepsi,0,33,414,384
Screenshot-2025-09-11-164153_png.rf.TOHXqoGIQmhyoQFbV1zX.jpg,640,640,Mirinda,76,6,504,618
Screenshot-2025-09-12-043126_png.rf.TEHJylTi6AaIawTX8T16.jpg,640,640,Mirinda,192,187,411,462
Screenshot-2025-09-12-043126_png.rf.TEHJylTi6AaIawTX8T16.jpg,640,640,Mirinda,394,171,608,459
Screenshot-2025-09-12-043126_png.rf.TEHJylTi6AaIawTX8T16.jpg,640,640,Mirinda,1,176,212,517
Screenshot-2025-09-11-183715_png.rf.TLeKe8uM4mW6nnowCpde.jpg,640,640,Mirinda,0,192,634,504
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0010_jpg.rf.TKaZUDqTfvhUthTBGQTP.jpg,480,848,7up,69,314,164,620
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0010_jpg.rf.TKaZUDqTfvhUthTBGQTP.jpg,480,848,7up,306,204,417,624
7-Controversial-Ads-Pepsi-Doesn_t-Want-You-to_yythk_jpg.rf.TYOS63n0PqeOUiMyqGWs.jpg,416,416,Pepsi,47,62,233,306
7-Controversial-Ads-Pepsi-Doesn_t-Want-You-to_yythk_jpg.rf.TYOS63n0PqeOUiMyqGWs.jpg,416,416,Pepsi,186,88,345,354
zoom_out_89_jpg.rf.TeHuTMnhUKOwERhOf5MA.jpg,640,640,Coca-Cola,343,110,495,529
01_planodatavedio_mp4-0210_jpg.rf.TZYk4266ikgElWaj78N0.jpg,640,640,sprite,428,72,577,341
01_planodatavedio_mp4-0210_jpg.rf.TZYk4266ikgElWaj78N0.jpg,640,640,sprite,285,416,426,639
01_planodatavedio_mp4-0210_jpg.rf.TZYk4266ikgElWaj78N0.jpg,640,640,sprite,145,418,283,630
01_planodatavedio_mp4-0210_jpg.rf.TZYk4266ikgElWaj78N0.jpg,640,640,sprite,560,419,640,640
01_planodatavedio_mp4-0212_jpg.rf.TjaJFtLpypOvtglfpafl.jpg,640,640,sprite,254,45,394,315
01_planodatavedio_mp4-0212_jpg.rf.TjaJFtLpypOvtglfpafl.jpg,640,640,sprite,425,389,561,603
01_planodatavedio_mp4-0212_jpg.rf.TjaJFtLpypOvtglfpafl.jpg,640,640,sprite,151,385,292,604
01_planodatavedio_mp4-0212_jpg.rf.TjaJFtLpypOvtglfpafl.jpg,640,640,sprite,18,395,157,612
01_planodatavedio_mp4-0212_jpg.rf.TjaJFtLpypOvtglfpafl.jpg,640,640,sprite,403,52,551,320
Screenshot-2025-09-11-175943_png.rf.TfAFFPc2e7TxjMM0hv39.jpg,640,640,Mirinda,103,0,503,624
02_panodata_mp4-0023_jpg.rf.TrJH6NtNC1kOjIvVRv46.jpg,640,640,sprite,214,238,277,336
02_panodata_mp4-0023_jpg.rf.TrJH6NtNC1kOjIvVRv46.jpg,640,640,sprite,158,237,221,334
02_panodata_mp4-0023_jpg.rf.TrJH6NtNC1kOjIvVRv46.jpg,640,640,sprite,96,236,161,334
02_panodata_mp4-0023_jpg.rf.TrJH6NtNC1kOjIvVRv46.jpg,640,640,sprite,402,377,473,473
02_panodata_mp4-0023_jpg.rf.TrJH6NtNC1kOjIvVRv46.jpg,640,640,sprite,272,240,335,338
02_panodata_mp4-0023_jpg.rf.TrJH6NtNC1kOjIvVRv46.jpg,640,640,sprite,524,106,576,214
02_panodata_mp4-0023_jpg.rf.TrJH6NtNC1kOjIvVRv46.jpg,640,640,sprite,470,0,530,56
Pepsi-Cola_-3-Liter-Bottle-_-Soft_png.rf.TkqDtlIGNxKHlWzMhoiN.jpg,416,416,Pepsi,37,0,375,416
Coke-vs-Pepsi_-Marketing-strategies_jpg.rf.UDjxbCb7bLFn9lo3tyW0.jpg,416,416,Pepsi,204,175,402,416
Screenshot-2025-09-11-175839_png.rf.UBeK9n80MCQa2jAin84V.jpg,640,640,Mirinda,134,53,246,601
Screenshot-2025-09-11-175839_png.rf.UBeK9n80MCQa2jAin84V.jpg,640,640,Mirinda,235,46,354,603
Screenshot-2025-09-11-175839_png.rf.UBeK9n80MCQa2jAin84V.jpg,640,640,Mirinda,444,57,549,592
Screenshot-2025-09-11-175839_png.rf.UBeK9n80MCQa2jAin84V.jpg,640,640,Mirinda,548,44,640,589
Screenshot-2025-09-11-175839_png.rf.UBeK9n80MCQa2jAin84V.jpg,640,640,Mirinda,0,48,40,579
List-of-Pepsi-variations---Wikipedia_jpg.rf.U5LLgYDX63zlHv3qmBz3.jpg,416,416,Pepsi,74,34,355,386
zoom_out_277_jpg.rf.UGVv2TmDtSgYwH3wmrof.jpg,640,640,Coca-Cola,54,50,578,582
IMG_20240424_215812_jpg.rf.UV9YFJ4w9qwZi31l93N2.jpg,640,640,sprite,238,271,362,492
WhatsApp Video 2025-01-15 at 14_50_32_be762203_mp4-0001_jpg.rf.UVkyhKVMu5Hp4I4hRiy3.jpg,480,848,7up,192,117,404,716
Screenshot-2025-09-12-042948_png.rf.UG43UutmmORvUHhHcZaM.jpg,640,640,Mirinda,0,300,505,610
planogram2_mp4-0010_jpg.rf.UzPQkaH6KzqVKMxOffOU.jpg,1280,720,7up,0,365,90,715
zoom_out_179_jpg.rf.V00PfSVT22k7ZrTOBbvJ.jpg,640,640,Coca-Cola,142,94,305,480
zoom_out_179_jpg.rf.V00PfSVT22k7ZrTOBbvJ.jpg,640,640,Coca-Cola,299,83,499,479
Screenshot-2025-09-11-183741_png.rf.V8jeEE7LegbBo0m8TP9R.jpg,640,640,Mirinda,76,306,438,466
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0007_jpg.rf.VByxLnZUvsC2khmoyZpb.jpg,480,848,Pepsi,0,285,64,585
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0007_jpg.rf.VByxLnZUvsC2khmoyZpb.jpg,480,848,Pepsi,265,105,447,740
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0007_jpg.rf.VByxLnZUvsC2khmoyZpb.jpg,480,848,7up,75,290,162,575
IMG_20240424_220703_jpg.rf.Ul4zESixtshbJdXUWm0k.jpg,640,640,sprite,330,264,368,397
01_planodatavedio_mp4-0214_jpg.rf.VDuDK6cvZ0DTpgqlKyUr.jpg,640,640,sprite,179,299,323,524
01_planodatavedio_mp4-0214_jpg.rf.VDuDK6cvZ0DTpgqlKyUr.jpg,640,640,sprite,51,310,185,527
01_planodatavedio_mp4-0214_jpg.rf.VDuDK6cvZ0DTpgqlKyUr.jpg,640,640,sprite,456,296,584,520
01_planodatavedio_mp4-0214_jpg.rf.VDuDK6cvZ0DTpgqlKyUr.jpg,640,640,sprite,309,0,445,218
WhatsApp Video 2025-01-15 at 14_50_32_be762203_mp4-0002_jpg.rf.V9PcI1AOQUQ82v9kEW4w.jpg,480,848,7up,252,112,479,757
planogram2_mp4-0003_jpg.rf.VMNuaooZ0hRFhlgOeaml.jpg,1280,720,7up,101,57,190,355
planogram2_mp4-0003_jpg.rf.VMNuaooZ0hRFhlgOeaml.jpg,1280,720,7up,16,46,107,354
planogram2_mp4-0003_jpg.rf.VMNuaooZ0hRFhlgOeaml.jpg,1280,720,7up,15,485,120,720
WhatsApp Video 2025-01-15 at 14_50_32_be762203_mp4-0019_jpg.rf.VFgPU3gjulrIO8a3XLdB.jpg,480,848,7up,97,164,331,848
Limited-Edition-PEPSI-Soda-Bottle-2021_jpg.rf.VPPnc3d3322xlE1dtjE5.jpg,416,416,Pepsi,6,121,416,325
Screenshot-2025-09-11-163838_png.rf.L9TpEDtgM1f650FWvR7l.jpg,640,640,Mirinda,8,122,640,580
WhatsApp Video 2025-01-15 at 14_50_32_70d83f7b_mp4-0027_jpg.rf.LD5KuDPu31FnFyF4JgqD.jpg,480,848,7up,350,124,480,741
WhatsApp Video 2025-01-15 at 14_50_32_be762203_mp4-0020_jpg.rf.LMjE36XwhXLGd6pTHelE.jpg,480,848,7up,5,294,146,848
WhatsApp Video 2025-01-15 at 14_50_32_be762203_mp4-0024_jpg.rf.LOezYaA09J5HFBBswYWO.jpg,480,848,7up,257,452,389,848
WhatsApp Video 2025-01-15 at 14_50_32_be762203_mp4-0024_jpg.rf.LOezYaA09J5HFBBswYWO.jpg,480,848,7up,4,289,42,568
Screenshot-2025-09-12-043257_png.rf.LoGYvmz8UxT3egbTZsMd.jpg,640,640,Mirinda,0,0,626,640
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0019_jpg.rf.LEDnJCpIkYdc1lYc7Vui.jpg,480,848,7up,0,230,98,621
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0019_jpg.rf.LEDnJCpIkYdc1lYc7Vui.jpg,480,848,Pepsi,92,220,239,604
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0019_jpg.rf.LEDnJCpIkYdc1lYc7Vui.jpg,480,848,Pepsi,253,202,379,575
zoom_out_32_jpg.rf.LVlmyxSB4Ps6f3vMrzib.jpg,640,640,Coca-Cola,202,98,453,534
01_planodatavedio_mp4-0217_jpg.rf.LprKqSS5eYyrka7Vkyct.jpg,640,640,sprite,98,122,268,393
01_planodatavedio_mp4-0217_jpg.rf.LprKqSS5eYyrka7Vkyct.jpg,640,640,sprite,251,128,411,397
01_planodatavedio_mp4-0217_jpg.rf.LprKqSS5eYyrka7Vkyct.jpg,640,640,sprite,1,487,119,640
01_planodatavedio_mp4-0217_jpg.rf.LprKqSS5eYyrka7Vkyct.jpg,640,640,sprite,108,489,251,640
01_planodatavedio_mp4-0217_jpg.rf.LprKqSS5eYyrka7Vkyct.jpg,640,640,sprite,253,491,388,639
01_planodatavedio_mp4-0217_jpg.rf.LprKqSS5eYyrka7Vkyct.jpg,640,640,sprite,386,486,534,640
01_planodatavedio_mp4-0217_jpg.rf.LprKqSS5eYyrka7Vkyct.jpg,640,640,sprite,533,483,638,638
01_planodatavedio_mp4-0217_jpg.rf.LprKqSS5eYyrka7Vkyct.jpg,640,640,sprite,571,187,640,394
Buy-Pepsi-Can-300-ml-Available-Online-at-Bes_jpg.rf.Lr2mW7ETOCjvlJhXM4q3.jpg,416,416,Pepsi,33,47,386,360
zoom_in_-2024-07-10T123709-911_jpg.rf.Lx57pj7F6PtiBHjMCvZR.jpg,640,640,Coca-Cola,89,132,409,606
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,0,0,94,362
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,163,0,250,356
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,247,3,335,366
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,322,6,405,372
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,401,0,495,367
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,479,7,564,374
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,549,6,635,372
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,81,360,162,605
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,229,362,320,605
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,540,358,612,607
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,460,373,538,610
Screenshot-2025-09-11-180004_png.rf.LodAIScASxcd09RrZVFI.jpg,640,640,Mirinda,390,372,465,602
Image_15_jpg.rf.LzttsgerBGigj2cE26oA.jpg,320,320,7up,113,23,229,313
zoom_out_-4-_jpg.rf.M94aWHI5waNuXvZ0kaSq.jpg,640,640,Coca-Cola,210,275,422,505
zoom_out_-4-_jpg.rf.M94aWHI5waNuXvZ0kaSq.jpg,640,640,Coca-Cola,371,241,557,482
zoom_out_-4-_jpg.rf.M94aWHI5waNuXvZ0kaSq.jpg,640,640,Coca-Cola,52,295,224,503
IMG_20240424_221616_jpg.rf.MBxkmyGwYy5LN9MdGX3E.jpg,640,640,sprite,411,111,480,218
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0023_jpg.rf.MHLslFri3ny5wj2gxrlg.jpg,480,848,7up,397,254,480,619
WhatsApp Video 2025-01-15 at 14_50_32_13b4e91e_mp4-0023_jpg.rf.MHLslFri3ny5wj2gxrlg.jpg,480,848,7up,90,120,220,635
Screenshot-2025-09-11-184008_png.rf.MEQEtYTmTyGz0DhgURpG.jpg,640,640,Mirinda,139,0,405,469
1-x-24-Pepsi-Cola-cans--24-x-0_33L_jpg.rf.MJLbdDPGp0nEiaQTd9V8.jpg,416,416,Pepsi,140,28,280,400
Buy-Pepsi-Cola_-12-Ounce-Cans--Pack-of-24--O_jpg.rf.MPXU7VRrApgmmqs8NeH4.jpg,416,416,Pepsi,107,24,306,395
Pepsi-com--3-_png.rf.MSkQgU82vzJlGlaxT1Ew.jpg,416,416,Pepsi,53,0,416,203
Pepsi-com--3-_png.rf.MSkQgU82vzJlGlaxT1Ew.jpg,416,416,Pepsi,0,74,416,344
Pepsi-com--3-_png.rf.MSkQgU82vzJlGlaxT1Ew.jpg,416,416,Pepsi,0,212,363,416
15_199-Pepsi-Images_-Stock-Photos---Vectors-__yythk_jpg.rf.Ma7XwUpykeUHa8vOOplI.jpg,416,416,Pepsi,20,101,359,306
zoom_out_237_jpg.rf.Mfk6uscIT76sZ3GEwWaf.jpg,640,640,Coca-Cola,189,68,447,574
330ml-Pepsi-Photos---Free---Royalty_jpg.rf.MhBqQZssrjLYFpRlVCvT.jpg,416,416,Pepsi,121,49,287,342
02_panodata_mp4-0043_jpg.rf.MhEumI1zMAYZKlBYZAbH.jpg,640,640,sprite,195,61,264,167
